id,category,name,role,description_cs,path_native,path_2x,path_webp,width,height,has_alpha,alpha_bbox,source_board,source_rect,derived_from,state,semantic,text_baked,content_rect,nine_slice,production_status,notes
document.seal.archived,documents/stamps/circular,seal_archived,seal-overlay,Transparentní pečeť archived.,assets/native/documents/stamps/circular/seal_archived.png,assets/2x/documents/stamps/circular/seal_archived@2x.png,assets/webp/documents/stamps/circular/seal_archived.webp,88,87,True,"[0, 0, 88, 87]",documents,"[917, 707, 1005, 795]",,,,False,,,production,
document.seal.checked,documents/stamps/circular,seal_checked,seal-overlay,Transparentní pečeť checked.,assets/native/documents/stamps/circular/seal_checked.png,assets/2x/documents/stamps/circular/seal_checked@2x.png,assets/webp/documents/stamps/circular/seal_checked.webp,71,71,True,"[0, 0, 71, 71]",documents,"[960, 800, 1031, 871]",,,,False,,,production,
document.seal.evidence,documents/stamps/circular,seal_evidence,seal-overlay,Transparentní pečeť evidence.,assets/native/documents/stamps/circular/seal_evidence.png,assets/2x/documents/stamps/circular/seal_evidence@2x.png,assets/webp/documents/stamps/circular/seal_evidence.webp,91,92,True,"[0, 0, 91, 92]",documents,"[588, 708, 680, 801]",,,,False,,,production,
document.seal.pending,documents/stamps/circular,seal_pending,seal-overlay,Transparentní pečeť pending.,assets/native/documents/stamps/circular/seal_pending.png,assets/2x/documents/stamps/circular/seal_pending@2x.png,assets/webp/documents/stamps/circular/seal_pending.webp,85,85,True,"[0, 0, 85, 85]",documents,"[698, 709, 783, 794]",,,,False,,,production,
document.seal.received,documents/stamps/circular,seal_received,seal-overlay,Transparentní pečeť received.,assets/native/documents/stamps/circular/seal_received.png,assets/2x/documents/stamps/circular/seal_received@2x.png,assets/webp/documents/stamps/circular/seal_received.webp,60,69,True,"[0, 0, 60, 69]",documents,"[884, 801, 945, 872]",,,,False,,,production,
document.seal.rejected,documents/stamps/circular,seal_rejected,seal-overlay,Transparentní pečeť rejected.,assets/native/documents/stamps/circular/seal_rejected.png,assets/2x/documents/stamps/circular/seal_rejected@2x.png,assets/webp/documents/stamps/circular/seal_rejected.webp,71,70,True,"[0, 0, 71, 70]",documents,"[787, 801, 858, 872]",,,,False,,,production,
document.seal.verified,documents/stamps/circular,seal_verified,seal-overlay,Transparentní pečeť verified.,assets/native/documents/stamps/circular/seal_verified.png,assets/2x/documents/stamps/circular/seal_verified@2x.png,assets/webp/documents/stamps/circular/seal_verified.webp,88,87,True,"[0, 0, 88, 87]",documents,"[793, 707, 881, 794]",,,,False,,,production,
document.seal.waiting,documents/stamps/circular,seal_waiting,seal-overlay,Transparentní pečeť waiting.,assets/native/documents/stamps/circular/seal_waiting.png,assets/2x/documents/stamps/circular/seal_waiting@2x.png,assets/webp/documents/stamps/circular/seal_waiting.webp,69,69,True,"[0, 0, 69, 69]",documents,"[700, 804, 769, 873]",,,,False,,,production,
document.stamp.approved,documents/stamps/rectangular,stamp_approved,stamp-overlay,Transparentní razítko approved.,assets/native/documents/stamps/rectangular/stamp_approved.png,assets/2x/documents/stamps/rectangular/stamp_approved@2x.png,assets/webp/documents/stamps/rectangular/stamp_approved.webp,106,36,True,"[0, 0, 106, 36]",documents,"[225, 792, 331, 828]",,,,True,,,production,
document.stamp.archived,documents/stamps/rectangular,stamp_archived,stamp-overlay,Transparentní razítko archived.,assets/native/documents/stamps/rectangular/stamp_archived.png,assets/2x/documents/stamps/rectangular/stamp_archived@2x.png,assets/webp/documents/stamps/rectangular/stamp_archived.webp,90,34,True,"[0, 0, 90, 34]",documents,"[467, 723, 557, 757]",,,,True,,,production,
document.stamp.cancelled,documents/stamps/rectangular,stamp_cancelled,stamp-overlay,Transparentní razítko cancelled.,assets/native/documents/stamps/rectangular/stamp_cancelled.png,assets/2x/documents/stamps/rectangular/stamp_cancelled@2x.png,assets/webp/documents/stamps/rectangular/stamp_cancelled.webp,91,37,True,"[0, 0, 91, 37]",documents,"[456, 791, 547, 828]",,,,True,,,production,
document.stamp.certified,documents/stamps/rectangular,stamp_certified,stamp-overlay,Transparentní razítko certified.,assets/native/documents/stamps/rectangular/stamp_certified.png,assets/2x/documents/stamps/rectangular/stamp_certified@2x.png,assets/webp/documents/stamps/rectangular/stamp_certified.webp,120,35,True,"[0, 0, 120, 35]",documents,"[245, 722, 365, 757]",,,,True,,,production,
document.stamp.confidential,documents/stamps/rectangular,stamp_confidential,stamp-overlay,Transparentní razítko confidential.,assets/native/documents/stamps/rectangular/stamp_confidential.png,assets/2x/documents/stamps/rectangular/stamp_confidential@2x.png,assets/webp/documents/stamps/rectangular/stamp_confidential.webp,131,40,True,"[0, 0, 131, 40]",documents,"[15, 721, 146, 761]",,,,True,,,production,
document.stamp.internal,documents/stamps/rectangular,stamp_internal,stamp-overlay,Transparentní razítko internal.,assets/native/documents/stamps/rectangular/stamp_internal.png,assets/2x/documents/stamps/rectangular/stamp_internal@2x.png,assets/webp/documents/stamps/rectangular/stamp_internal.webp,71,38,True,"[0, 0, 71, 38]",documents,"[156, 717, 227, 758]",,,,True,,,production,
document.stamp.pending,documents/stamps/rectangular,stamp_pending,stamp-overlay,Transparentní razítko pending.,assets/native/documents/stamps/rectangular/stamp_pending.png,assets/2x/documents/stamps/rectangular/stamp_pending@2x.png,assets/webp/documents/stamps/rectangular/stamp_pending.webp,85,34,True,"[0, 0, 85, 34]",documents,"[373, 722, 458, 758]",,,,True,,,production,
document.stamp.read,documents/stamps/rectangular,stamp_read,stamp-overlay,Transparentní razítko read.,assets/native/documents/stamps/rectangular/stamp_read.png,assets/2x/documents/stamps/rectangular/stamp_read@2x.png,assets/webp/documents/stamps/rectangular/stamp_read.webp,100,36,True,"[0, 0, 100, 36]",documents,"[115, 792, 215, 828]",,,,True,,,production,
document.stamp.received,documents/stamps/rectangular,stamp_received,stamp-overlay,Transparentní razítko received.,assets/native/documents/stamps/rectangular/stamp_received.png,assets/2x/documents/stamps/rectangular/stamp_received@2x.png,assets/webp/documents/stamps/rectangular/stamp_received.webp,81,37,True,"[0, 0, 81, 37]",documents,"[24, 792, 105, 829]",,,,True,,,production,
document.stamp.rejected,documents/stamps/rectangular,stamp_rejected,stamp-overlay,Transparentní razítko rejected.,assets/native/documents/stamps/rectangular/stamp_rejected.png,assets/2x/documents/stamps/rectangular/stamp_rejected@2x.png,assets/webp/documents/stamps/rectangular/stamp_rejected.webp,94,37,True,"[0, 0, 94, 37]",documents,"[339, 791, 433, 828]",,,,True,,,production,
hazard.caution,textures/hazard,hazard_caution,hazard-strip,Výstražný pruh caution.,assets/native/textures/hazard/hazard_caution.png,assets/2x/textures/hazard/hazard_caution@2x.png,assets/webp/textures/hazard/hazard_caution.webp,158,35,False,"[0, 0, 158, 35]",windows,"[1184, 589, 1342, 624]",,,,False,,,production,
hazard.danger,textures/hazard,hazard_danger,hazard-strip,Výstražný pruh danger.,assets/native/textures/hazard/hazard_danger.png,assets/2x/textures/hazard/hazard_danger@2x.png,assets/webp/textures/hazard/hazard_danger.webp,158,26,False,"[0, 0, 158, 26]",windows,"[1184, 674, 1342, 700]",,,,False,,,production,
indicator.lamp.blue,indicators/lamps,lamp_blue,status-lamp,Stavová lampa blue.,assets/native/indicators/lamps/lamp_blue.png,assets/2x/indicators/lamps/lamp_blue@2x.png,assets/webp/indicators/lamps/lamp_blue.webp,32,32,True,"[0, 0, 32, 32]",controls,"[325, 414, 365, 453]",,blue,,False,,,production,
indicator.lamp.green,indicators/lamps,lamp_green,status-lamp,Stavová lampa green.,assets/native/indicators/lamps/lamp_green.png,assets/2x/indicators/lamps/lamp_green@2x.png,assets/webp/indicators/lamps/lamp_green.webp,32,31,True,"[0, 0, 32, 31]",controls,"[115, 415, 153, 453]",,green,,False,,,production,
indicator.lamp.off,indicators/lamps,lamp_off,status-lamp,Stavová lampa off.,assets/native/indicators/lamps/lamp_off.png,assets/2x/indicators/lamps/lamp_off@2x.png,assets/webp/indicators/lamps/lamp_off.webp,32,31,True,"[0, 0, 32, 31]",controls,"[394, 415, 431, 453]",,off,,False,,,production,
indicator.lamp.red,indicators/lamps,lamp_red,status-lamp,Stavová lampa red.,assets/native/indicators/lamps/lamp_red.png,assets/2x/indicators/lamps/lamp_red@2x.png,assets/webp/indicators/lamps/lamp_red.webp,31,32,True,"[0, 0, 31, 32]",controls,"[256, 415, 294, 452]",,red,,False,,,production,
indicator.lamp.yellow,indicators/lamps,lamp_yellow,status-lamp,Stavová lampa yellow.,assets/native/indicators/lamps/lamp_yellow.png,assets/2x/indicators/lamps/lamp_yellow@2x.png,assets/webp/indicators/lamps/lamp_yellow.webp,32,31,True,"[0, 0, 32, 31]",controls,"[187, 414, 224, 452]",,yellow,,False,,,production,
input.long.disabled,controls/inputs,input_long_disabled,text-input,"Textové pole long, stav disabled.",assets/native/controls/inputs/input_long_disabled.png,assets/2x/controls/inputs/input_long_disabled@2x.png,assets/webp/controls/inputs/input_long_disabled.webp,87,29,False,"[0, 0, 87, 29]",controls,"[917, 190, 1004, 219]",,disabled,,False,"[7, 5, 73, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.long.error,controls/inputs,input_long_error,text-input,"Textové pole long, stav error.",assets/native/controls/inputs/input_long_error.png,assets/2x/controls/inputs/input_long_error@2x.png,assets/webp/controls/inputs/input_long_error.webp,85,29,False,"[0, 0, 85, 29]",controls,"[821, 190, 906, 219]",,error,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.long.focus,controls/inputs,input_long_focus,text-input,"Textové pole long, stav focus.",assets/native/controls/inputs/input_long_focus.png,assets/2x/controls/inputs/input_long_focus@2x.png,assets/webp/controls/inputs/input_long_focus.webp,85,29,False,"[0, 0, 85, 29]",controls,"[725, 190, 810, 219]",,focus,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.long.normal,controls/inputs,input_long_normal,text-input,"Textové pole long, stav normal.",assets/native/controls/inputs/input_long_normal.png,assets/2x/controls/inputs/input_long_normal@2x.png,assets/webp/controls/inputs/input_long_normal.webp,85,29,False,"[0, 0, 85, 29]",controls,"[628, 190, 713, 219]",,normal,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.medium.disabled,controls/inputs,input_medium_disabled,text-input,"Textové pole medium, stav disabled.",assets/native/controls/inputs/input_medium_disabled.png,assets/2x/controls/inputs/input_medium_disabled@2x.png,assets/webp/controls/inputs/input_medium_disabled.webp,87,29,False,"[0, 0, 87, 29]",controls,"[917, 145, 1004, 174]",,disabled,,False,"[7, 5, 73, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.medium.error,controls/inputs,input_medium_error,text-input,"Textové pole medium, stav error.",assets/native/controls/inputs/input_medium_error.png,assets/2x/controls/inputs/input_medium_error@2x.png,assets/webp/controls/inputs/input_medium_error.webp,85,29,False,"[0, 0, 85, 29]",controls,"[821, 145, 906, 174]",,error,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.medium.focus,controls/inputs,input_medium_focus,text-input,"Textové pole medium, stav focus.",assets/native/controls/inputs/input_medium_focus.png,assets/2x/controls/inputs/input_medium_focus@2x.png,assets/webp/controls/inputs/input_medium_focus.webp,85,29,False,"[0, 0, 85, 29]",controls,"[725, 145, 810, 174]",,focus,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.medium.normal,controls/inputs,input_medium_normal,text-input,"Textové pole medium, stav normal.",assets/native/controls/inputs/input_medium_normal.png,assets/2x/controls/inputs/input_medium_normal@2x.png,assets/webp/controls/inputs/input_medium_normal.webp,85,29,False,"[0, 0, 85, 29]",controls,"[628, 145, 713, 174]",,normal,,False,"[7, 5, 71, 19]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.short.disabled,controls/inputs,input_short_disabled,text-input,"Textové pole short, stav disabled.",assets/native/controls/inputs/input_short_disabled.png,assets/2x/controls/inputs/input_short_disabled@2x.png,assets/webp/controls/inputs/input_short_disabled.webp,87,28,False,"[0, 0, 87, 28]",controls,"[917, 101, 1004, 129]",,disabled,,False,"[7, 5, 73, 18]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.short.error,controls/inputs,input_short_error,text-input,"Textové pole short, stav error.",assets/native/controls/inputs/input_short_error.png,assets/2x/controls/inputs/input_short_error@2x.png,assets/webp/controls/inputs/input_short_error.webp,85,28,False,"[0, 0, 85, 28]",controls,"[821, 101, 906, 129]",,error,,False,"[7, 5, 71, 18]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.short.focus,controls/inputs,input_short_focus,text-input,"Textové pole short, stav focus.",assets/native/controls/inputs/input_short_focus.png,assets/2x/controls/inputs/input_short_focus@2x.png,assets/webp/controls/inputs/input_short_focus.webp,85,28,False,"[0, 0, 85, 28]",controls,"[725, 101, 810, 129]",,focus,,False,"[7, 5, 71, 18]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.short.normal,controls/inputs,input_short_normal,text-input,"Textové pole short, stav normal.",assets/native/controls/inputs/input_short_normal.png,assets/2x/controls/inputs/input_short_normal@2x.png,assets/webp/controls/inputs/input_short_normal.webp,85,28,False,"[0, 0, 85, 28]",controls,"[628, 101, 713, 129]",,normal,,False,"[7, 5, 71, 18]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.textarea.disabled,controls/inputs,input_textarea_disabled,text-input,"Textové pole textarea, stav disabled.",assets/native/controls/inputs/input_textarea_disabled.png,assets/2x/controls/inputs/input_textarea_disabled@2x.png,assets/webp/controls/inputs/input_textarea_disabled.webp,87,58,False,"[0, 0, 87, 58]",controls,"[917, 224, 1004, 282]",,disabled,,False,"[7, 5, 73, 48]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.textarea.error,controls/inputs,input_textarea_error,text-input,"Textové pole textarea, stav error.",assets/native/controls/inputs/input_textarea_error.png,assets/2x/controls/inputs/input_textarea_error@2x.png,assets/webp/controls/inputs/input_textarea_error.webp,85,58,False,"[0, 0, 85, 58]",controls,"[821, 224, 906, 282]",,error,,False,"[7, 5, 71, 48]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.textarea.focus,controls/inputs,input_textarea_focus,text-input,"Textové pole textarea, stav focus.",assets/native/controls/inputs/input_textarea_focus.png,assets/2x/controls/inputs/input_textarea_focus@2x.png,assets/webp/controls/inputs/input_textarea_focus.webp,85,58,False,"[0, 0, 85, 58]",controls,"[725, 224, 810, 282]",,focus,,False,"[7, 5, 71, 48]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
input.textarea.normal,controls/inputs,input_textarea_normal,text-input,"Textové pole textarea, stav normal.",assets/native/controls/inputs/input_textarea_normal.png,assets/2x/controls/inputs/input_textarea_normal@2x.png,assets/webp/controls/inputs/input_textarea_normal.webp,85,58,False,"[0, 0, 85, 58]",controls,"[628, 224, 713, 282]",,normal,,False,"[7, 5, 71, 48]","{""left"": 7, ""top"": 6, ""right"": 7, ""bottom"": 6}",production,
notification.badge.large,bars/taskbar/badges,notification_badge_large,notification-badge,Notifikační odznak large.,assets/native/bars/taskbar/badges/notification_badge_large.png,assets/2x/bars/taskbar/badges/notification_badge_large@2x.png,assets/webp/bars/taskbar/badges/notification_badge_large.webp,28,18,True,"[0, 0, 28, 18]",bars,"[1440, 667, 1486, 697]",,,,True,,,production,
notification.badge.medium,bars/taskbar/badges,notification_badge_medium,notification-badge,Notifikační odznak medium.,assets/native/bars/taskbar/badges/notification_badge_medium.png,assets/2x/bars/taskbar/badges/notification_badge_medium@2x.png,assets/webp/bars/taskbar/badges/notification_badge_medium.webp,16,15,True,"[0, 0, 16, 15]",bars,"[1270, 668, 1298, 696]",,,,True,,,production,
notification.badge.small,bars/taskbar/badges,notification_badge_small,notification-badge,Notifikační odznak small.,assets/native/bars/taskbar/badges/notification_badge_small.png,assets/2x/bars/taskbar/badges/notification_badge_small@2x.png,assets/webp/bars/taskbar/badges/notification_badge_small.webp,9,13,True,"[0, 0, 9, 13]",bars,"[1110, 670, 1134, 695]",,,,True,,,production,
progress.frame,indicators/progress/runtime,progress_frame,progress-frame,Prázdný rám segmentovaného progress baru.,assets/native/indicators/progress/runtime/progress_frame.png,assets/2x/indicators/progress/runtime/progress_frame@2x.png,assets/webp/indicators/progress/runtime/progress_frame.webp,258,22,False,"[0, 0, 258, 22]",,,progress.segmented.empty,,,False,,,production,
progress.segment.green,indicators/progress/runtime,progress_segment_green,progress-segment,Opakovatelný segment progress baru green.,assets/native/indicators/progress/runtime/progress_segment_green.png,assets/2x/indicators/progress/runtime/progress_segment_green@2x.png,assets/webp/indicators/progress/runtime/progress_segment_green.webp,12,12,False,"[0, 0, 12, 12]",controls,"[1366, 112, 1378, 124]",,,,False,,,production,
progress.segment.red,indicators/progress/runtime,progress_segment_red,progress-segment,Opakovatelný segment progress baru red.,assets/native/indicators/progress/runtime/progress_segment_red.png,assets/2x/indicators/progress/runtime/progress_segment_red@2x.png,assets/webp/indicators/progress/runtime/progress_segment_red.webp,12,12,False,"[0, 0, 12, 12]",controls,"[1366, 184, 1378, 196]",,,,False,,,production,
progress.segment.yellow,indicators/progress/runtime,progress_segment_yellow,progress-segment,Opakovatelný segment progress baru yellow.,assets/native/indicators/progress/runtime/progress_segment_yellow.png,assets/2x/indicators/progress/runtime/progress_segment_yellow@2x.png,assets/webp/indicators/progress/runtime/progress_segment_yellow.webp,12,12,False,"[0, 0, 12, 12]",controls,"[1366, 148, 1378, 160]",,,,False,,,production,
progress.segmented.empty,indicators/progress,progress_empty,progress-bar,Segmentovaný progress empty.,assets/native/indicators/progress/progress_empty.png,assets/2x/indicators/progress/progress_empty@2x.png,assets/webp/indicators/progress/progress_empty.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 323, 1618, 345]",,,,True,,,production,
progress.segmented.green_78,indicators/progress,progress_green_78,progress-bar,Segmentovaný progress green_78.,assets/native/indicators/progress/progress_green_78.png,assets/2x/indicators/progress/progress_green_78@2x.png,assets/webp/indicators/progress/progress_green_78.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 107, 1618, 129]",,,,True,,,production,
progress.segmented.mix_green_red_50,indicators/progress,progress_mix_green_red_50,progress-bar,Segmentovaný progress mix_green_red_50.,assets/native/indicators/progress/progress_mix_green_red_50.png,assets/2x/indicators/progress/progress_mix_green_red_50@2x.png,assets/webp/indicators/progress/progress_mix_green_red_50.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 287, 1618, 309]",,,,True,,,production,
progress.segmented.mix_green_yellow_65,indicators/progress,progress_mix_green_yellow_65,progress-bar,Segmentovaný progress mix_green_yellow_65.,assets/native/indicators/progress/progress_mix_green_yellow_65.png,assets/2x/indicators/progress/progress_mix_green_yellow_65@2x.png,assets/webp/indicators/progress/progress_mix_green_yellow_65.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 215, 1618, 237]",,,,True,,,production,
progress.segmented.mix_yellow_red_40,indicators/progress,progress_mix_yellow_red_40,progress-bar,Segmentovaný progress mix_yellow_red_40.,assets/native/indicators/progress/progress_mix_yellow_red_40.png,assets/2x/indicators/progress/progress_mix_yellow_red_40@2x.png,assets/webp/indicators/progress/progress_mix_yellow_red_40.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 251, 1618, 273]",,,,True,,,production,
progress.segmented.red_15,indicators/progress,progress_red_15,progress-bar,Segmentovaný progress red_15.,assets/native/indicators/progress/progress_red_15.png,assets/2x/indicators/progress/progress_red_15@2x.png,assets/webp/indicators/progress/progress_red_15.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 179, 1618, 201]",,,,True,,,production,
progress.segmented.yellow_42,indicators/progress,progress_yellow_42,progress-bar,Segmentovaný progress yellow_42.,assets/native/indicators/progress/progress_yellow_42.png,assets/2x/indicators/progress/progress_yellow_42@2x.png,assets/webp/indicators/progress/progress_yellow_42.webp,258,22,False,"[0, 0, 258, 22]",controls,"[1360, 143, 1618, 165]",,,,True,,,production,
scrollbar.horizontal.hover,controls/scrollbars,scrollbar_horizontal_hover,scrollbar,Scrollbar hover.,assets/native/controls/scrollbars/scrollbar_horizontal_hover.png,assets/2x/controls/scrollbars/scrollbar_horizontal_hover@2x.png,assets/webp/controls/scrollbars/scrollbar_horizontal_hover.webp,235,25,False,"[0, 0, 235, 25]",controls,"[765, 469, 1000, 494]",,hover,,False,,,production,
scrollbar.horizontal.normal,controls/scrollbars,scrollbar_horizontal_normal,scrollbar,Scrollbar normal.,assets/native/controls/scrollbars/scrollbar_horizontal_normal.png,assets/2x/controls/scrollbars/scrollbar_horizontal_normal@2x.png,assets/webp/controls/scrollbars/scrollbar_horizontal_normal.webp,235,25,False,"[0, 0, 235, 25]",controls,"[765, 432, 1000, 457]",,normal,,False,,,production,
scrollbar.vertical.disabled,controls/scrollbars,scrollbar_vertical_disabled,scrollbar,Scrollbar disabled.,assets/native/controls/scrollbars/scrollbar_vertical_disabled.png,assets/2x/controls/scrollbars/scrollbar_vertical_disabled@2x.png,assets/webp/controls/scrollbars/scrollbar_vertical_disabled.webp,20,139,False,"[0, 0, 20, 139]",controls,"[697, 431, 717, 570]",,disabled,,False,,,production,
scrollbar.vertical.hover,controls/scrollbars,scrollbar_vertical_hover,scrollbar,Scrollbar hover.,assets/native/controls/scrollbars/scrollbar_vertical_hover.png,assets/2x/controls/scrollbars/scrollbar_vertical_hover@2x.png,assets/webp/controls/scrollbars/scrollbar_vertical_hover.webp,20,139,False,"[0, 0, 20, 139]",controls,"[592, 431, 612, 570]",,hover,,False,,,production,
scrollbar.vertical.normal,controls/scrollbars,scrollbar_vertical_normal,scrollbar,Scrollbar normal.,assets/native/controls/scrollbars/scrollbar_vertical_normal.png,assets/2x/controls/scrollbars/scrollbar_vertical_normal@2x.png,assets/webp/controls/scrollbars/scrollbar_vertical_normal.webp,20,139,False,"[0, 0, 20, 139]",controls,"[541, 431, 561, 570]",,normal,,False,,,production,
scrollbar.vertical.pressed,controls/scrollbars,scrollbar_vertical_pressed,scrollbar,Scrollbar pressed.,assets/native/controls/scrollbars/scrollbar_vertical_pressed.png,assets/2x/controls/scrollbars/scrollbar_vertical_pressed@2x.png,assets/webp/controls/scrollbars/scrollbar_vertical_pressed.webp,20,139,False,"[0, 0, 20, 139]",controls,"[645, 431, 665, 570]",,pressed,,False,,,production,
surface.dark_clean,textures/surfaces,surface_dark_clean,surface,Povrch / překryv dark_clean.,assets/native/textures/surfaces/surface_dark_clean.png,assets/2x/textures/surfaces/surface_dark_clean@2x.png,assets/webp/textures/surfaces/surface_dark_clean.webp,121,116,False,"[0, 0, 121, 116]",windows,"[31, 589, 152, 705]",,,,False,,,production,
surface.dim,textures/surfaces,surface_dim,surface-overlay,Povrch / překryv dim.,assets/native/textures/surfaces/surface_dim.png,assets/2x/textures/surfaces/surface_dim@2x.png,assets/webp/textures/surfaces/surface_dim.webp,123,116,True,"[0, 0, 123, 116]",windows,"[910, 589, 1033, 705]",,,,False,,,production,
surface.grid,textures/surfaces,surface_grid,surface-overlay,Povrch / překryv grid.,assets/native/textures/surfaces/surface_grid.png,assets/2x/textures/surfaces/surface_grid@2x.png,assets/webp/textures/surfaces/surface_grid.webp,132,116,True,"[0, 0, 132, 116]",windows,"[609, 589, 741, 705]",,,,False,,,production,
surface.locked,textures/surfaces,surface_locked,surface-overlay,Povrch / překryv locked.,assets/native/textures/surfaces/surface_locked.png,assets/2x/textures/surfaces/surface_locked@2x.png,assets/webp/textures/surfaces/surface_locked.webp,119,116,True,"[0, 0, 119, 116]",windows,"[1048, 589, 1167, 705]",,,,False,,,production,
surface.paper_aged,textures/surfaces,surface_paper_aged,surface,Povrch / překryv paper_aged.,assets/native/textures/surfaces/surface_paper_aged.png,assets/2x/textures/surfaces/surface_paper_aged@2x.png,assets/webp/textures/surfaces/surface_paper_aged.webp,135,110,False,"[0, 0, 135, 110]",windows,"[305, 589, 440, 699]",,,,False,,,production,
surface.paper_clean,textures/surfaces,surface_paper_clean,surface,Povrch / překryv paper_clean.,assets/native/textures/surfaces/surface_paper_clean.png,assets/2x/textures/surfaces/surface_paper_clean@2x.png,assets/webp/textures/surfaces/surface_paper_clean.webp,124,109,False,"[0, 0, 124, 109]",windows,"[165, 590, 289, 699]",,,,False,,,production,
surface.paper_dirty,textures/surfaces,surface_paper_dirty,surface,Povrch / překryv paper_dirty.,assets/native/textures/surfaces/surface_paper_dirty.png,assets/2x/textures/surfaces/surface_paper_dirty@2x.png,assets/webp/textures/surfaces/surface_paper_dirty.webp,141,116,False,"[0, 0, 141, 116]",windows,"[451, 589, 592, 705]",,,,False,,,production,
surface.scanlines,textures/surfaces,surface_scanlines,surface-overlay,Povrch / překryv scanlines.,assets/native/textures/surfaces/surface_scanlines.png,assets/2x/textures/surfaces/surface_scanlines@2x.png,assets/webp/textures/surfaces/surface_scanlines.webp,135,117,True,"[0, 0, 135, 117]",windows,"[757, 588, 892, 705]",,,,False,,,production,
system.badge.archived,system/badges,badge_archived,system-badge,Systémový štítek archived.,assets/native/system/badges/badge_archived.png,assets/2x/system/badges/badge_archived@2x.png,assets/webp/system/badges/badge_archived.webp,62,20,True,"[0, 0, 62, 20]",controls,"[1280, 457, 1346, 484]",,,,False,,,production,
system.badge.certified,system/badges,badge_certified,system-badge,Systémový štítek certified.,assets/native/system/badges/badge_certified.png,assets/2x/system/badges/badge_certified@2x.png,assets/webp/system/badges/badge_certified.webp,61,20,True,"[0, 0, 61, 20]",controls,"[1093, 457, 1160, 484]",,,,False,,,production,
system.badge.confidential,system/badges,badge_confidential,system-badge,Systémový štítek confidential.,assets/native/system/badges/badge_confidential.png,assets/2x/system/badges/badge_confidential@2x.png,assets/webp/system/badges/badge_confidential.webp,62,20,True,"[0, 0, 62, 20]",controls,"[1213, 457, 1277, 484]",,,,False,,,production,
system.badge.internal,system/badges,badge_internal,system-badge,Systémový štítek internal.,assets/native/system/badges/badge_internal.png,assets/2x/system/badges/badge_internal@2x.png,assets/webp/system/badges/badge_internal.webp,40,20,True,"[0, 0, 40, 20]",controls,"[1033, 457, 1089, 484]",,,,False,,,production,
system.badge.pending,system/badges,badge_pending,system-badge,Systémový štítek pending.,assets/native/system/badges/badge_pending.png,assets/2x/system/badges/badge_pending@2x.png,assets/webp/system/badges/badge_pending.webp,40,20,True,"[0, 0, 40, 20]",controls,"[1164, 457, 1210, 484]",,,,False,,,production,
system.evidence_level.blue,system/evidence_levels,evidence_level_blue,evidence-level,Úroveň Evidence blue.,assets/native/system/evidence_levels/evidence_level_blue.png,assets/2x/system/evidence_levels/evidence_level_blue@2x.png,assets/webp/system/evidence_levels/evidence_level_blue.webp,43,44,True,"[0, 0, 43, 44]",controls,"[1094, 519, 1140, 567]",,,,False,,,production,
system.evidence_level.gray,system/evidence_levels,evidence_level_gray,evidence-level,Úroveň Evidence gray.,assets/native/system/evidence_levels/evidence_level_gray.png,assets/2x/system/evidence_levels/evidence_level_gray@2x.png,assets/webp/system/evidence_levels/evidence_level_gray.webp,42,45,True,"[0, 0, 42, 45]",controls,"[1244, 519, 1289, 567]",,,,False,,,production,
system.evidence_level.green,system/evidence_levels,evidence_level_green,evidence-level,Úroveň Evidence green.,assets/native/system/evidence_levels/evidence_level_green.png,assets/2x/system/evidence_levels/evidence_level_green@2x.png,assets/webp/system/evidence_levels/evidence_level_green.webp,42,45,True,"[0, 0, 42, 45]",controls,"[1044, 519, 1089, 567]",,,,False,,,production,
